"","GEOID","NAME","variable","estimate","moe"
"1","53033000101","Census Tract 1.01; King County; Washington","B25075_001",159,96
"2","53033000101","Census Tract 1.01; King County; Washington","B25075_002",0,13
"3","53033000101","Census Tract 1.01; King County; Washington","B25075_003",0,13
"4","53033000101","Census Tract 1.01; King County; Washington","B25075_004",0,13
"5","53033000101","Census Tract 1.01; King County; Washington","B25075_005",0,13
"6","53033000101","Census Tract 1.01; King County; Washington","B25075_006",0,13
"7","53033000101","Census Tract 1.01; King County; Washington","B25075_007",0,13
"8","53033000101","Census Tract 1.01; King County; Washington","B25075_008",0,13
"9","53033000101","Census Tract 1.01; King County; Washington","B25075_009",0,13
"10","53033000101","Census Tract 1.01; King County; Washington","B25075_010",0,13
"11","53033000101","Census Tract 1.01; King County; Washington","B25075_011",0,13
"12","53033000101","Census Tract 1.01; King County; Washington","B25075_012",0,13
"13","53033000101","Census Tract 1.01; King County; Washington","B25075_013",0,13
"14","53033000101","Census Tract 1.01; King County; Washington","B25075_014",0,13
"15","53033000101","Census Tract 1.01; King County; Washington","B25075_015",0,13
"16","53033000101","Census Tract 1.01; King County; Washington","B25075_016",0,13
"17","53033000101","Census Tract 1.01; King County; Washington","B25075_017",0,13
"18","53033000101","Census Tract 1.01; King County; Washington","B25075_018",0,13
"19","53033000101","Census Tract 1.01; King County; Washington","B25075_019",11,21
"20","53033000101","Census Tract 1.01; King County; Washington","B25075_020",0,13
"21","53033000101","Census Tract 1.01; King County; Washington","B25075_021",0,13
"22","53033000101","Census Tract 1.01; King County; Washington","B25075_022",3,10
"23","53033000101","Census Tract 1.01; King County; Washington","B25075_023",54,56
"24","53033000101","Census Tract 1.01; King County; Washington","B25075_024",49,51
"25","53033000101","Census Tract 1.01; King County; Washington","B25075_025",42,71
"26","53033000101","Census Tract 1.01; King County; Washington","B25075_026",0,13
"27","53033000101","Census Tract 1.01; King County; Washington","B25075_027",0,13
"28","53033000102","Census Tract 1.02; King County; Washington","B25075_001",913,211
"29","53033000102","Census Tract 1.02; King County; Washington","B25075_002",0,13
"30","53033000102","Census Tract 1.02; King County; Washington","B25075_003",0,13
"31","53033000102","Census Tract 1.02; King County; Washington","B25075_004",0,13
"32","53033000102","Census Tract 1.02; King County; Washington","B25075_005",0,13
"33","53033000102","Census Tract 1.02; King County; Washington","B25075_006",0,13
"34","53033000102","Census Tract 1.02; King County; Washington","B25075_007",0,13
"35","53033000102","Census Tract 1.02; King County; Washington","B25075_008",0,13
"36","53033000102","Census Tract 1.02; King County; Washington","B25075_009",0,13
"37","53033000102","Census Tract 1.02; King County; Washington","B25075_010",0,13
"38","53033000102","Census Tract 1.02; King County; Washington","B25075_011",0,13
"39","53033000102","Census Tract 1.02; King County; Washington","B25075_012",0,13
"40","53033000102","Census Tract 1.02; King County; Washington","B25075_013",0,13
"41","53033000102","Census Tract 1.02; King County; Washington","B25075_014",0,13
"42","53033000102","Census Tract 1.02; King County; Washington","B25075_015",0,13
"43","53033000102","Census Tract 1.02; King County; Washington","B25075_016",0,13
"44","53033000102","Census Tract 1.02; King County; Washington","B25075_017",0,13
"45","53033000102","Census Tract 1.02; King County; Washington","B25075_018",0,13
"46","53033000102","Census Tract 1.02; King County; Washington","B25075_019",0,13
"47","53033000102","Census Tract 1.02; King County; Washington","B25075_020",0,13
"48","53033000102","Census Tract 1.02; King County; Washington","B25075_021",0,13
"49","53033000102","Census Tract 1.02; King County; Washington","B25075_022",122,99
"50","53033000102","Census Tract 1.02; King County; Washington","B25075_023",192,93
"51","53033000102","Census Tract 1.02; King County; Washington","B25075_024",193,91
"52","53033000102","Census Tract 1.02; King County; Washington","B25075_025",244,146
"53","53033000102","Census Tract 1.02; King County; Washington","B25075_026",70,55
"54","53033000102","Census Tract 1.02; King County; Washington","B25075_027",92,82
"55","53033000201","Census Tract 2.01; King County; Washington","B25075_001",1242,346
"56","53033000201","Census Tract 2.01; King County; Washington","B25075_002",0,13
"57","53033000201","Census Tract 2.01; King County; Washington","B25075_003",0,13
"58","53033000201","Census Tract 2.01; King County; Washington","B25075_004",0,13
"59","53033000201","Census Tract 2.01; King County; Washington","B25075_005",0,13
"60","53033000201","Census Tract 2.01; King County; Washington","B25075_006",0,13
"61","53033000201","Census Tract 2.01; King County; Washington","B25075_007",0,13
"62","53033000201","Census Tract 2.01; King County; Washington","B25075_008",0,13
"63","53033000201","Census Tract 2.01; King County; Washington","B25075_009",0,13
"64","53033000201","Census Tract 2.01; King County; Washington","B25075_010",0,13
"65","53033000201","Census Tract 2.01; King County; Washington","B25075_011",0,13
"66","53033000201","Census Tract 2.01; King County; Washington","B25075_012",14,23
"67","53033000201","Census Tract 2.01; King County; Washington","B25075_013",0,13
"68","53033000201","Census Tract 2.01; King County; Washington","B25075_014",0,13
"69","53033000201","Census Tract 2.01; King County; Washington","B25075_015",14,23
"70","53033000201","Census Tract 2.01; King County; Washington","B25075_016",0,13
"71","53033000201","Census Tract 2.01; King County; Washington","B25075_017",0,13
"72","53033000201","Census Tract 2.01; King County; Washington","B25075_018",0,13
"73","53033000201","Census Tract 2.01; King County; Washington","B25075_019",0,13
"74","53033000201","Census Tract 2.01; King County; Washington","B25075_020",38,51
"75","53033000201","Census Tract 2.01; King County; Washington","B25075_021",150,114
"76","53033000201","Census Tract 2.01; King County; Washington","B25075_022",161,91
"77","53033000201","Census Tract 2.01; King County; Washington","B25075_023",297,145
"78","53033000201","Census Tract 2.01; King County; Washington","B25075_024",330,279
"79","53033000201","Census Tract 2.01; King County; Washington","B25075_025",97,90
"80","53033000201","Census Tract 2.01; King County; Washington","B25075_026",141,185
"81","53033000201","Census Tract 2.01; King County; Washington","B25075_027",0,13
"82","53033000202","Census Tract 2.02; King County; Washington","B25075_001",1084,112
"83","53033000202","Census Tract 2.02; King County; Washington","B25075_002",0,13
"84","53033000202","Census Tract 2.02; King County; Washington","B25075_003",0,13
"85","53033000202","Census Tract 2.02; King County; Washington","B25075_004",0,13
"86","53033000202","Census Tract 2.02; King County; Washington","B25075_005",0,13
"87","53033000202","Census Tract 2.02; King County; Washington","B25075_006",0,13
"88","53033000202","Census Tract 2.02; King County; Washington","B25075_007",0,13
"89","53033000202","Census Tract 2.02; King County; Washington","B25075_008",0,13
"90","53033000202","Census Tract 2.02; King County; Washington","B25075_009",0,13
"91","53033000202","Census Tract 2.02; King County; Washington","B25075_010",0,13
"92","53033000202","Census Tract 2.02; King County; Washington","B25075_011",59,70
"93","53033000202","Census Tract 2.02; King County; Washington","B25075_012",0,13
"94","53033000202","Census Tract 2.02; King County; Washington","B25075_013",0,13
"95","53033000202","Census Tract 2.02; King County; Washington","B25075_014",0,13
"96","53033000202","Census Tract 2.02; King County; Washington","B25075_015",0,13
"97","53033000202","Census Tract 2.02; King County; Washington","B25075_016",0,13
"98","53033000202","Census Tract 2.02; King County; Washington","B25075_017",0,13
"99","53033000202","Census Tract 2.02; King County; Washington","B25075_018",0,13
"100","53033000202","Census Tract 2.02; King County; Washington","B25075_019",0,13
"101","53033000202","Census Tract 2.02; King County; Washington","B25075_020",0,13
"102","53033000202","Census Tract 2.02; King County; Washington","B25075_021",0,13
"103","53033000202","Census Tract 2.02; King County; Washington","B25075_022",16,24
"104","53033000202","Census Tract 2.02; King County; Washington","B25075_023",370,141
"105","53033000202","Census Tract 2.02; King County; Washington","B25075_024",478,128
"106","53033000202","Census Tract 2.02; King County; Washington","B25075_025",143,88
"107","53033000202","Census Tract 2.02; King County; Washington","B25075_026",0,13
"108","53033000202","Census Tract 2.02; King County; Washington","B25075_027",18,26
"109","53033000300","Census Tract 3; King County; Washington","B25075_001",1021,114
"110","53033000300","Census Tract 3; King County; Washington","B25075_002",0,13
"111","53033000300","Census Tract 3; King County; Washington","B25075_003",0,13
"112","53033000300","Census Tract 3; King County; Washington","B25075_004",0,13
"113","53033000300","Census Tract 3; King County; Washington","B25075_005",0,13
"114","53033000300","Census Tract 3; King County; Washington","B25075_006",0,13
"115","53033000300","Census Tract 3; King County; Washington","B25075_007",0,13
"116","53033000300","Census Tract 3; King County; Washington","B25075_008",0,13
"117","53033000300","Census Tract 3; King County; Washington","B25075_009",0,13
"118","53033000300","Census Tract 3; King County; Washington","B25075_010",16,23
"119","53033000300","Census Tract 3; King County; Washington","B25075_011",0,13
"120","53033000300","Census Tract 3; King County; Washington","B25075_012",5,8
"121","53033000300","Census Tract 3; King County; Washington","B25075_013",0,13
"122","53033000300","Census Tract 3; King County; Washington","B25075_014",0,13
"123","53033000300","Census Tract 3; King County; Washington","B25075_015",19,32
"124","53033000300","Census Tract 3; King County; Washington","B25075_016",0,13
"125","53033000300","Census Tract 3; King County; Washington","B25075_017",0,13
"126","53033000300","Census Tract 3; King County; Washington","B25075_018",0,13
"127","53033000300","Census Tract 3; King County; Washington","B25075_019",0,13
"128","53033000300","Census Tract 3; King County; Washington","B25075_020",0,13
"129","53033000300","Census Tract 3; King County; Washington","B25075_021",15,24
"130","53033000300","Census Tract 3; King County; Washington","B25075_022",53,38
"131","53033000300","Census Tract 3; King County; Washington","B25075_023",660,126
"132","53033000300","Census Tract 3; King County; Washington","B25075_024",183,62
"133","53033000300","Census Tract 3; King County; Washington","B25075_025",57,35
"134","53033000300","Census Tract 3; King County; Washington","B25075_026",0,13
"135","53033000300","Census Tract 3; King County; Washington","B25075_027",13,21
"136","53033000402","Census Tract 4.02; King County; Washington","B25075_001",1352,237
"137","53033000402","Census Tract 4.02; King County; Washington","B25075_002",0,19
"138","53033000402","Census Tract 4.02; King County; Washington","B25075_003",0,19
"139","53033000402","Census Tract 4.02; King County; Washington","B25075_004",0,19
"140","53033000402","Census Tract 4.02; King County; Washington","B25075_005",0,19
"141","53033000402","Census Tract 4.02; King County; Washington","B25075_006",0,19
"142","53033000402","Census Tract 4.02; King County; Washington","B25075_007",31,39
"143","53033000402","Census Tract 4.02; King County; Washington","B25075_008",0,19
"144","53033000402","Census Tract 4.02; King County; Washington","B25075_009",0,19
"145","53033000402","Census Tract 4.02; King County; Washington","B25075_010",0,19
"146","53033000402","Census Tract 4.02; King County; Washington","B25075_011",0,19
"147","53033000402","Census Tract 4.02; King County; Washington","B25075_012",0,19
"148","53033000402","Census Tract 4.02; King County; Washington","B25075_013",0,19
"149","53033000402","Census Tract 4.02; King County; Washington","B25075_014",0,19
"150","53033000402","Census Tract 4.02; King County; Washington","B25075_015",16,25
"151","53033000402","Census Tract 4.02; King County; Washington","B25075_016",0,19
"152","53033000402","Census Tract 4.02; King County; Washington","B25075_017",0,19
"153","53033000402","Census Tract 4.02; King County; Washington","B25075_018",0,19
"154","53033000402","Census Tract 4.02; King County; Washington","B25075_019",0,19
"155","53033000402","Census Tract 4.02; King County; Washington","B25075_020",13,22
"156","53033000402","Census Tract 4.02; King County; Washington","B25075_021",62,53
"157","53033000402","Census Tract 4.02; King County; Washington","B25075_022",101,58
"158","53033000402","Census Tract 4.02; King County; Washington","B25075_023",379,183
"159","53033000402","Census Tract 4.02; King County; Washington","B25075_024",431,138
"160","53033000402","Census Tract 4.02; King County; Washington","B25075_025",258,145
"161","53033000402","Census Tract 4.02; King County; Washington","B25075_026",0,19
"162","53033000402","Census Tract 4.02; King County; Washington","B25075_027",61,72
"163","53033000403","Census Tract 4.03; King County; Washington","B25075_001",698,153
"164","53033000403","Census Tract 4.03; King County; Washington","B25075_002",0,13
"165","53033000403","Census Tract 4.03; King County; Washington","B25075_003",0,13
"166","53033000403","Census Tract 4.03; King County; Washington","B25075_004",0,13
"167","53033000403","Census Tract 4.03; King County; Washington","B25075_005",0,13
"168","53033000403","Census Tract 4.03; King County; Washington","B25075_006",0,13
"169","53033000403","Census Tract 4.03; King County; Washington","B25075_007",0,13
"170","53033000403","Census Tract 4.03; King County; Washington","B25075_008",0,13
"171","53033000403","Census Tract 4.03; King County; Washington","B25075_009",0,13
"172","53033000403","Census Tract 4.03; King County; Washington","B25075_010",0,13
"173","53033000403","Census Tract 4.03; King County; Washington","B25075_011",10,15
"174","53033000403","Census Tract 4.03; King County; Washington","B25075_012",0,13
"175","53033000403","Census Tract 4.03; King County; Washington","B25075_013",0,13
"176","53033000403","Census Tract 4.03; King County; Washington","B25075_014",0,13
"177","53033000403","Census Tract 4.03; King County; Washington","B25075_015",0,13
"178","53033000403","Census Tract 4.03; King County; Washington","B25075_016",0,13
"179","53033000403","Census Tract 4.03; King County; Washington","B25075_017",9,15
"180","53033000403","Census Tract 4.03; King County; Washington","B25075_018",0,13
"181","53033000403","Census Tract 4.03; King County; Washington","B25075_019",0,13
"182","53033000403","Census Tract 4.03; King County; Washington","B25075_020",59,73
"183","53033000403","Census Tract 4.03; King County; Washington","B25075_021",81,51
"184","53033000403","Census Tract 4.03; King County; Washington","B25075_022",94,56
"185","53033000403","Census Tract 4.03; King County; Washington","B25075_023",190,84
"186","53033000403","Census Tract 4.03; King County; Washington","B25075_024",100,67
"187","53033000403","Census Tract 4.03; King County; Washington","B25075_025",138,69
"188","53033000403","Census Tract 4.03; King County; Washington","B25075_026",17,20
"189","53033000403","Census Tract 4.03; King County; Washington","B25075_027",0,13
"190","53033000404","Census Tract 4.04; King County; Washington","B25075_001",351,132
"191","53033000404","Census Tract 4.04; King County; Washington","B25075_002",0,13
"192","53033000404","Census Tract 4.04; King County; Washington","B25075_003",0,13
"193","53033000404","Census Tract 4.04; King County; Washington","B25075_004",0,13
"194","53033000404","Census Tract 4.04; King County; Washington","B25075_005",0,13
"195","53033000404","Census Tract 4.04; King County; Washington","B25075_006",0,13
"196","53033000404","Census Tract 4.04; King County; Washington","B25075_007",0,13
"197","53033000404","Census Tract 4.04; King County; Washington","B25075_008",0,13
"198","53033000404","Census Tract 4.04; King County; Washington","B25075_009",0,13
"199","53033000404","Census Tract 4.04; King County; Washington","B25075_010",0,13
"200","53033000404","Census Tract 4.04; King County; Washington","B25075_011",0,13
"201","53033000404","Census Tract 4.04; King County; Washington","B25075_012",0,13
"202","53033000404","Census Tract 4.04; King County; Washington","B25075_013",0,13
"203","53033000404","Census Tract 4.04; King County; Washington","B25075_014",0,13
"204","53033000404","Census Tract 4.04; King County; Washington","B25075_015",0,13
"205","53033000404","Census Tract 4.04; King County; Washington","B25075_016",0,13
"206","53033000404","Census Tract 4.04; King County; Washington","B25075_017",0,13
"207","53033000404","Census Tract 4.04; King County; Washington","B25075_018",0,13
"208","53033000404","Census Tract 4.04; King County; Washington","B25075_019",0,13
"209","53033000404","Census Tract 4.04; King County; Washington","B25075_020",41,42
"210","53033000404","Census Tract 4.04; King County; Washington","B25075_021",143,100
"211","53033000404","Census Tract 4.04; King County; Washington","B25075_022",43,43
"212","53033000404","Census Tract 4.04; King County; Washington","B25075_023",67,87
"213","53033000404","Census Tract 4.04; King County; Washington","B25075_024",25,30
"214","53033000404","Census Tract 4.04; King County; Washington","B25075_025",32,37
"215","53033000404","Census Tract 4.04; King County; Washington","B25075_026",0,13
"216","53033000404","Census Tract 4.04; King County; Washington","B25075_027",0,13
"217","53033000500","Census Tract 5; King County; Washington","B25075_001",1158,101
"218","53033000500","Census Tract 5; King County; Washington","B25075_002",0,13
"219","53033000500","Census Tract 5; King County; Washington","B25075_003",0,13
"220","53033000500","Census Tract 5; King County; Washington","B25075_004",0,13
"221","53033000500","Census Tract 5; King County; Washington","B25075_005",0,13
"222","53033000500","Census Tract 5; King County; Washington","B25075_006",0,13
"223","53033000500","Census Tract 5; King County; Washington","B25075_007",0,13
"224","53033000500","Census Tract 5; King County; Washington","B25075_008",0,13
"225","53033000500","Census Tract 5; King County; Washington","B25075_009",0,13
"226","53033000500","Census Tract 5; King County; Washington","B25075_010",0,13
"227","53033000500","Census Tract 5; King County; Washington","B25075_011",0,13
"228","53033000500","Census Tract 5; King County; Washington","B25075_012",0,13
"229","53033000500","Census Tract 5; King County; Washington","B25075_013",0,13
"230","53033000500","Census Tract 5; King County; Washington","B25075_014",0,13
"231","53033000500","Census Tract 5; King County; Washington","B25075_015",0,13
"232","53033000500","Census Tract 5; King County; Washington","B25075_016",0,13
"233","53033000500","Census Tract 5; King County; Washington","B25075_017",0,13
"234","53033000500","Census Tract 5; King County; Washington","B25075_018",0,13
"235","53033000500","Census Tract 5; King County; Washington","B25075_019",0,13
"236","53033000500","Census Tract 5; King County; Washington","B25075_020",34,39
"237","53033000500","Census Tract 5; King County; Washington","B25075_021",0,13
"238","53033000500","Census Tract 5; King County; Washington","B25075_022",0,13
"239","53033000500","Census Tract 5; King County; Washington","B25075_023",48,43
"240","53033000500","Census Tract 5; King County; Washington","B25075_024",240,70
"241","53033000500","Census Tract 5; King County; Washington","B25075_025",530,102
"242","53033000500","Census Tract 5; King County; Washington","B25075_026",167,65
"243","53033000500","Census Tract 5; King County; Washington","B25075_027",139,71
"244","53033000601","Census Tract 6.01; King County; Washington","B25075_001",763,177
"245","53033000601","Census Tract 6.01; King County; Washington","B25075_002",0,13
"246","53033000601","Census Tract 6.01; King County; Washington","B25075_003",0,13
"247","53033000601","Census Tract 6.01; King County; Washington","B25075_004",0,13
"248","53033000601","Census Tract 6.01; King County; Washington","B25075_005",0,13
"249","53033000601","Census Tract 6.01; King County; Washington","B25075_006",0,13
"250","53033000601","Census Tract 6.01; King County; Washington","B25075_007",0,13
"251","53033000601","Census Tract 6.01; King County; Washington","B25075_008",0,13
"252","53033000601","Census Tract 6.01; King County; Washington","B25075_009",9,15
"253","53033000601","Census Tract 6.01; King County; Washington","B25075_010",0,13
"254","53033000601","Census Tract 6.01; King County; Washington","B25075_011",0,13
"255","53033000601","Census Tract 6.01; King County; Washington","B25075_012",0,13
"256","53033000601","Census Tract 6.01; King County; Washington","B25075_013",0,13
"257","53033000601","Census Tract 6.01; King County; Washington","B25075_014",0,13
"258","53033000601","Census Tract 6.01; King County; Washington","B25075_015",0,13
"259","53033000601","Census Tract 6.01; King County; Washington","B25075_016",0,13
"260","53033000601","Census Tract 6.01; King County; Washington","B25075_017",0,13
"261","53033000601","Census Tract 6.01; King County; Washington","B25075_018",0,13
"262","53033000601","Census Tract 6.01; King County; Washington","B25075_019",0,13
"263","53033000601","Census Tract 6.01; King County; Washington","B25075_020",2,5
"264","53033000601","Census Tract 6.01; King County; Washington","B25075_021",16,26
"265","53033000601","Census Tract 6.01; King County; Washington","B25075_022",34,39
"266","53033000601","Census Tract 6.01; King County; Washington","B25075_023",177,86
"267","53033000601","Census Tract 6.01; King County; Washington","B25075_024",415,165
"268","53033000601","Census Tract 6.01; King County; Washington","B25075_025",110,75
"269","53033000601","Census Tract 6.01; King County; Washington","B25075_026",0,13
"270","53033000601","Census Tract 6.01; King County; Washington","B25075_027",0,13
"271","53033000602","Census Tract 6.02; King County; Washington","B25075_001",937,157
"272","53033000602","Census Tract 6.02; King County; Washington","B25075_002",14,23
"273","53033000602","Census Tract 6.02; King County; Washington","B25075_003",28,25
"274","53033000602","Census Tract 6.02; King County; Washington","B25075_004",61,65
"275","53033000602","Census Tract 6.02; King County; Washington","B25075_005",10,16
"276","53033000602","Census Tract 6.02; King County; Washington","B25075_006",0,13
"277","53033000602","Census Tract 6.02; King County; Washington","B25075_007",0,13
"278","53033000602","Census Tract 6.02; King County; Washington","B25075_008",0,13
"279","53033000602","Census Tract 6.02; King County; Washington","B25075_009",0,13
"280","53033000602","Census Tract 6.02; King County; Washington","B25075_010",0,13
"281","53033000602","Census Tract 6.02; King County; Washington","B25075_011",6,13
"282","53033000602","Census Tract 6.02; King County; Washington","B25075_012",0,13
"283","53033000602","Census Tract 6.02; King County; Washington","B25075_013",0,13
"284","53033000602","Census Tract 6.02; King County; Washington","B25075_014",0,13
"285","53033000602","Census Tract 6.02; King County; Washington","B25075_015",0,13
"286","53033000602","Census Tract 6.02; King County; Washington","B25075_016",0,13
"287","53033000602","Census Tract 6.02; King County; Washington","B25075_017",0,13
"288","53033000602","Census Tract 6.02; King County; Washington","B25075_018",0,13
"289","53033000602","Census Tract 6.02; King County; Washington","B25075_019",41,59
"290","53033000602","Census Tract 6.02; King County; Washington","B25075_020",0,13
"291","53033000602","Census Tract 6.02; King County; Washington","B25075_021",0,13
"292","53033000602","Census Tract 6.02; King County; Washington","B25075_022",70,73
"293","53033000602","Census Tract 6.02; King County; Washington","B25075_023",305,110
"294","53033000602","Census Tract 6.02; King County; Washington","B25075_024",251,95
"295","53033000602","Census Tract 6.02; King County; Washington","B25075_025",128,71
"296","53033000602","Census Tract 6.02; King County; Washington","B25075_026",23,33
"297","53033000602","Census Tract 6.02; King County; Washington","B25075_027",0,13
"298","53033000700","Census Tract 7; King County; Washington","B25075_001",1140,227
"299","53033000700","Census Tract 7; King County; Washington","B25075_002",0,19
"300","53033000700","Census Tract 7; King County; Washington","B25075_003",0,19
"301","53033000700","Census Tract 7; King County; Washington","B25075_004",0,19
"302","53033000700","Census Tract 7; King County; Washington","B25075_005",0,19
"303","53033000700","Census Tract 7; King County; Washington","B25075_006",0,19
"304","53033000700","Census Tract 7; King County; Washington","B25075_007",0,19
"305","53033000700","Census Tract 7; King County; Washington","B25075_008",0,19
"306","53033000700","Census Tract 7; King County; Washington","B25075_009",46,73
"307","53033000700","Census Tract 7; King County; Washington","B25075_010",0,19
"308","53033000700","Census Tract 7; King County; Washington","B25075_011",0,19
"309","53033000700","Census Tract 7; King County; Washington","B25075_012",0,19
"310","53033000700","Census Tract 7; King County; Washington","B25075_013",17,28
"311","53033000700","Census Tract 7; King County; Washington","B25075_014",0,19
"312","53033000700","Census Tract 7; King County; Washington","B25075_015",0,19
"313","53033000700","Census Tract 7; King County; Washington","B25075_016",0,19
"314","53033000700","Census Tract 7; King County; Washington","B25075_017",0,19
"315","53033000700","Census Tract 7; King County; Washington","B25075_018",0,19
"316","53033000700","Census Tract 7; King County; Washington","B25075_019",0,19
"317","53033000700","Census Tract 7; King County; Washington","B25075_020",43,40
"318","53033000700","Census Tract 7; King County; Washington","B25075_021",121,112
"319","53033000700","Census Tract 7; King County; Washington","B25075_022",32,38
"320","53033000700","Census Tract 7; King County; Washington","B25075_023",239,110
"321","53033000700","Census Tract 7; King County; Washington","B25075_024",378,164
"322","53033000700","Census Tract 7; King County; Washington","B25075_025",264,107
"323","53033000700","Census Tract 7; King County; Washington","B25075_026",0,19
"324","53033000700","Census Tract 7; King County; Washington","B25075_027",0,19
"325","53033000800","Census Tract 8; King County; Washington","B25075_001",924,140
"326","53033000800","Census Tract 8; King County; Washington","B25075_002",0,13
"327","53033000800","Census Tract 8; King County; Washington","B25075_003",0,13
"328","53033000800","Census Tract 8; King County; Washington","B25075_004",0,13
"329","53033000800","Census Tract 8; King County; Washington","B25075_005",0,13
"330","53033000800","Census Tract 8; King County; Washington","B25075_006",0,13
"331","53033000800","Census Tract 8; King County; Washington","B25075_007",0,13
"332","53033000800","Census Tract 8; King County; Washington","B25075_008",0,13
"333","53033000800","Census Tract 8; King County; Washington","B25075_009",0,13
"334","53033000800","Census Tract 8; King County; Washington","B25075_010",9,14
"335","53033000800","Census Tract 8; King County; Washington","B25075_011",0,13
"336","53033000800","Census Tract 8; King County; Washington","B25075_012",0,13
"337","53033000800","Census Tract 8; King County; Washington","B25075_013",0,13
"338","53033000800","Census Tract 8; King County; Washington","B25075_014",0,13
"339","53033000800","Census Tract 8; King County; Washington","B25075_015",0,13
"340","53033000800","Census Tract 8; King County; Washington","B25075_016",0,13
"341","53033000800","Census Tract 8; King County; Washington","B25075_017",0,13
"342","53033000800","Census Tract 8; King County; Washington","B25075_018",0,13
"343","53033000800","Census Tract 8; King County; Washington","B25075_019",0,13
"344","53033000800","Census Tract 8; King County; Washington","B25075_020",0,13
"345","53033000800","Census Tract 8; King County; Washington","B25075_021",0,13
"346","53033000800","Census Tract 8; King County; Washington","B25075_022",4,7
"347","53033000800","Census Tract 8; King County; Washington","B25075_023",204,96
"348","53033000800","Census Tract 8; King County; Washington","B25075_024",505,127
"349","53033000800","Census Tract 8; King County; Washington","B25075_025",171,71
"350","53033000800","Census Tract 8; King County; Washington","B25075_026",17,22
"351","53033000800","Census Tract 8; King County; Washington","B25075_027",14,16
"352","53033000900","Census Tract 9; King County; Washington","B25075_001",722,116
"353","53033000900","Census Tract 9; King County; Washington","B25075_002",5,8
"354","53033000900","Census Tract 9; King County; Washington","B25075_003",0,13
"355","53033000900","Census Tract 9; King County; Washington","B25075_004",0,13
"356","53033000900","Census Tract 9; King County; Washington","B25075_005",0,13
"357","53033000900","Census Tract 9; King County; Washington","B25075_006",0,13
"358","53033000900","Census Tract 9; King County; Washington","B25075_007",0,13
"359","53033000900","Census Tract 9; King County; Washington","B25075_008",0,13
"360","53033000900","Census Tract 9; King County; Washington","B25075_009",0,13
"361","53033000900","Census Tract 9; King County; Washington","B25075_010",0,13
"362","53033000900","Census Tract 9; King County; Washington","B25075_011",0,13
"363","53033000900","Census Tract 9; King County; Washington","B25075_012",0,13
"364","53033000900","Census Tract 9; King County; Washington","B25075_013",0,13
"365","53033000900","Census Tract 9; King County; Washington","B25075_014",4,6
"366","53033000900","Census Tract 9; King County; Washington","B25075_015",0,13
"367","53033000900","Census Tract 9; King County; Washington","B25075_016",0,13
"368","53033000900","Census Tract 9; King County; Washington","B25075_017",0,13
"369","53033000900","Census Tract 9; King County; Washington","B25075_018",0,13
"370","53033000900","Census Tract 9; King County; Washington","B25075_019",4,6
"371","53033000900","Census Tract 9; King County; Washington","B25075_020",0,13
"372","53033000900","Census Tract 9; King County; Washington","B25075_021",0,13
"373","53033000900","Census Tract 9; King County; Washington","B25075_022",14,15
"374","53033000900","Census Tract 9; King County; Washington","B25075_023",73,62
"375","53033000900","Census Tract 9; King County; Washington","B25075_024",164,53
"376","53033000900","Census Tract 9; King County; Washington","B25075_025",219,76
"377","53033000900","Census Tract 9; King County; Washington","B25075_026",162,52
"378","53033000900","Census Tract 9; King County; Washington","B25075_027",77,29
"379","53033001000","Census Tract 10; King County; Washington","B25075_001",522,77
"380","53033001000","Census Tract 10; King County; Washington","B25075_002",0,13
"381","53033001000","Census Tract 10; King County; Washington","B25075_003",0,13
"382","53033001000","Census Tract 10; King County; Washington","B25075_004",0,13
"383","53033001000","Census Tract 10; King County; Washington","B25075_005",0,13
"384","53033001000","Census Tract 10; King County; Washington","B25075_006",0,13
"385","53033001000","Census Tract 10; King County; Washington","B25075_007",0,13
"386","53033001000","Census Tract 10; King County; Washington","B25075_008",0,13
"387","53033001000","Census Tract 10; King County; Washington","B25075_009",0,13
"388","53033001000","Census Tract 10; King County; Washington","B25075_010",0,13
"389","53033001000","Census Tract 10; King County; Washington","B25075_011",0,13
"390","53033001000","Census Tract 10; King County; Washington","B25075_012",0,13
"391","53033001000","Census Tract 10; King County; Washington","B25075_013",0,13
"392","53033001000","Census Tract 10; King County; Washington","B25075_014",0,13
"393","53033001000","Census Tract 10; King County; Washington","B25075_015",0,13
"394","53033001000","Census Tract 10; King County; Washington","B25075_016",0,13
"395","53033001000","Census Tract 10; King County; Washington","B25075_017",0,13
"396","53033001000","Census Tract 10; King County; Washington","B25075_018",0,13
"397","53033001000","Census Tract 10; King County; Washington","B25075_019",4,5
"398","53033001000","Census Tract 10; King County; Washington","B25075_020",0,13
"399","53033001000","Census Tract 10; King County; Washington","B25075_021",9,10
"400","53033001000","Census Tract 10; King County; Washington","B25075_022",8,8
"401","53033001000","Census Tract 10; King County; Washington","B25075_023",75,34
"402","53033001000","Census Tract 10; King County; Washington","B25075_024",231,68
"403","53033001000","Census Tract 10; King County; Washington","B25075_025",153,47
"404","53033001000","Census Tract 10; King County; Washington","B25075_026",31,19
"405","53033001000","Census Tract 10; King County; Washington","B25075_027",11,14
"406","53033001100","Census Tract 11; King County; Washington","B25075_001",759,119
"407","53033001100","Census Tract 11; King County; Washington","B25075_002",0,13
"408","53033001100","Census Tract 11; King County; Washington","B25075_003",0,13
